price,brand,color,storage,system,processor_type,resolution,size
6999,redmi,silver,16,android,qualcomm,HD,5.0
9999,infinix,black,64,android,unisoc,HD,6.6
12799,oppo,white,128,android,mediatek,HD,6.5
31500,apple,gold,32,ios,apple,HD,4.7
15999,realme,blue,128,android,mediatek,Full HD,6.5
26999,xiaomi,black,128,android,mediatek,Full HD,6.7
27999,samsung,blue,128,android,qualcomm,Full HD,6.5
24172,apple,grey,256,ios,apple,Full HD,5.8
27537,oneplus,green,256,android,unknown,4K,6.7
3828,apple,grey,512,ios,apple,Full HD,5.8
14499,vivo,blue,64,android,mediatek,HD,6.5
16999,realme,gold,128,android,mediatek,Full HD,6.6
19364,apple,red,256,ios,apple,Full HD,5.5
15999,redmi,black,64,android,qualcomm,Full HD,6.3
31990,oneplus,green,128,android,unknown,Full HD,6.7
1172,apple,green,128,ios,apple,Full HD,6.7
23999,vivo,blue,128,android,mediatek,Full HD,6.4
12499,oppo,blue,64,android,mediatek,HD,6.6
29999,oneplus,blue,128,android,unknown,Full HD,6.5
16940,realme,white,64,android,qualcomm,4K,6.4
5463,samsung,white,256,android,unknown,Full HD,6.1
14490,tecno,white,128,android,unknown,HD,6.6
26537,realme,white,256,android,qualcomm,Full HD,6.6
22999,oneplus,grey,256,android,qualcomm,Full HD,6.4
24537,apple,silver,16,ios,apple,Full HD,5.5
6499,redmi,black,16,android,qualcomm,HD,5.5
11490,vivo,black,64,android,qualcomm,HD,6.5
20546,vivo,black,256,android,qualcomm,Full HD,6.6
24537,samsung,purple,256,android,samsung,Full HD,6.4
14999,redmi,gold,128,android,qualcomm,Full HD,6.7
11199,realme,grey,64,android,unisoc,HD,6.5
6999,infinix,gold,16,android,mediatek,HD,5.5
13999,vivo,black,128,android,mediatek,Full HD,6.6
10999,samsung,blue,32,android,samsung,HD,6.4
21637,oneplus,blue,256,android,qualcomm,2K,6.8
6599,redmi,green,32,android,mediatek,HD,6.5
18299,oneplus,blue,128,android,unknown,Full HD,6.6
30900,samsung,blue,128,android,qualcomm,4K,6.7
8888,tecno,blue,64,android,mediatek,HD,6.6
28864,oneplus,grey,128,android,unknown,Full HD,6.7
22990,oppo,red,64,android,mediatek,Full HD,6.2
19990,redmi,white,128,android,unknown,Full HD,6.6
29999,motorola,black,256,android,mediatek,Full HD,6.5
10699,tecno,blue,64,android,mediatek,4K,6.6
29999,samsung,blue,128,android,unknown,Full HD,6.7
31537,xiaomi,black,256,android,unknown,Full HD,6.5
13995,redmi,black,64,android,qualcomm,Full HD,6.4
30063,apple,gold,128,ios,apple,Full HD,6.7
32990,oppo,blue,128,android,mediatek,Full HD,6.4
30636,apple,red,128,ios,apple,HD,4.7
14999,realme,black,64,android,mediatek,Full HD,6.5
11530,samsung,black,64,android,unknown,4K,6.4
6172,apple,grey,256,ios,apple,Full HD,6.5
26546,xiaomi,white,128,android,unknown,4K,6.7
5537,vivo,blue,256,android,mediatek,Full HD,6.8
11999,motorola,grey,128,android,qualcomm,Full HD,6.5
13480,oppo,black,64,android,mediatek,HD,6.5
12990,oppo,white,64,android,mediatek,HD,6.5
6999,infinix,green,64,android,mediatek,HD,6.6
24463,apple,red,256,ios,apple,Full HD,6.7
29220,vivo,blue,256,android,mediatek,Full HD,6.4
8049,realme,silver,32,android,unisoc,HD,6.5
19999,oneplus,grey,128,android,unknown,Full HD,6.7
15300,samsung,gold,32,android,samsung,Full HD,5.5
28999,samsung,blue,128,android,unknown,4K,6.7
19955,realme,blue,128,android,qualcomm,4K,6.4
6464,apple,gold,64,ios,apple,HD,4.7
8990,redmi,black,32,android,unknown,HD,6.5
7999,realme,blue,32,android,mediatek,HD,6.1
13990,oppo,blue,64,android,mediatek,HD,6.5
28999,redmi,red,128,android,qualcomm,Full HD,6.4
6999,redmi,grey,16,android,qualcomm,HD,5.0
29999,oneplus,black,128,android,unknown,Full HD,6.7
6073,samsung,green,256,android,qualcomm,2K,6.8
14999,motorola,grey,128,android,qualcomm,Full HD,6.8
14999,infinix,black,64,android,mediatek,HD,7.0
14999,redmi,black,128,android,mediatek,Full HD,6.5
12990,motorola,blue,64,android,qualcomm,HD,6.5
9499,oppo,blue,64,android,mediatek,HD,6.6
14999,infinix,blue,128,android,mediatek,Full HD,6.8
8399,redmi,black,32,android,mediatek,HD,6.5
16989,samsung,black,128,android,unknown,4K,6.4
19864,apple,black,256,ios,apple,Full HD,5.5
8999,redmi,gold,32,android,qualcomm,HD,5.0
7999,infinix,purple,64,android,mediatek,HD,6.8
9999,tecno,grey,64,android,unknown,HD,6.6
13390,oppo,blue,64,android,mediatek,HD,6.5
23990,oppo,purple,128,android,mediatek,4K,6.5
537,oneplus,green,128,android,unknown,2K,6.7
35990,oppo,white,256,android,mediatek,Full HD,6.4
11990,oppo,white,64,android,mediatek,HD,6.5
30546,mi,white,256,android,unknown,Full HD,6.7
19990,oppo,black,32,android,qualcomm,Full HD,6.0
828,apple,grey,256,ios,apple,Full HD,6.5
30537,realme,black,128,android,qualcomm,Full HD,6.6
15980,redmi,black,128,android,unknown,HD,6.4
23537,apple,purple,64,ios,apple,HD,6.1
15999,oppo,blue,128,android,mediatek,HD,6.6
10390,redmi,green,128,android,unknown,HD,6.7
5646,vivo,black,256,android,unknown,2K,6.8
8875,tecno,gold,64,android,mediatek,Full HD,6.6
10999,redmi,grey,128,android,unknown,HD,6.5
19999,redmi,white,128,android,unknown,Full HD,6.4
15999,redmi,black,128,android,qualcomm,Full HD,6.7
17999,redmi,black,64,android,qualcomm,Full HD,6.3
14999,redmi,blue,64,android,qualcomm,Full HD,6.0
24546,apple,red,256,ios,apple,HD,4.7
9999,infinix,blue,64,android,unisoc,HD,6.6
12490,samsung,blue,64,android,qualcomm,HD,6.4
14990,redmi,white,128,android,mediatek,Full HD,6.5
21999,tecno,green,128,ios,unknown,4K,6.8
25636,oneplus,black,128,android,unknown,4K,6.6
14999,mi,black,64,android,qualcomm,Full HD,6.4
15999,redmi,red,64,android,qualcomm,Full HD,6.3
28537,apple,red,64,ios,apple,HD,6.1
21072,samsung,black,512,android,qualcomm,2K,6.8
7499,infinix,green,32,android,mediatek,HD,6.8
16999,redmi,red,64,android,qualcomm,Full HD,6.3
21299,samsung,silver,128,android,unknown,Full HD,6.5
30999,samsung,purple,128,android,mediatek,4K,6.6
17999,redmi,red,64,android,qualcomm,Full HD,6.3
18999,redmi,green,128,android,qualcomm,Full HD,6.7
9999,redmi,black,64,android,qualcomm,HD,6.7
29546,oneplus,green,256,android,qualcomm,Full HD,6.5
15999,redmi,blue,128,android,unknown,Full HD,6.7
8999,tecno,black,64,android,unisoc,HD,6.6
24373,apple,blue,512,ios,apple,Full HD,6.1
7791,motorola,silver,32,android,mediatek,HD,6.5
9990,redmi,blue,64,android,qualcomm,HD,6.0
23999,samsung,black,128,android,mediatek,Full HD,6.4
19488,redmi,black,128,android,unknown,Full HD,6.6
9490,vivo,blue,32,android,mediatek,HD,6.5
11464,apple,grey,256,ios,apple,HD,4.7
29999,oneplus,blue,256,android,unknown,2K,6.7
15999,motorola,grey,128,android,mediatek,Full HD,6.5
11999,redmi,black,64,android,mediatek,Full HD,6.5
30203,oneplus,black,128,android,unknown,Full HD,6.5
13999,vivo,gold,128,android,mediatek,Full HD,6.6
